block_0,block_1,block_2,block_3,block_4,block_5,block_6,block_7,block_8,block_9,block_10,block_11,map50,map50_95,map75
0,0,0,1,1,0,0,0,1,0,0,0,0.39950151901046704,0.32955205772416674,0.370155289960423
0,1,0,1,0,1,0,1,0,0,1,0,0.40749440368666334,0.3358362627868942,0.3776701429119084
0,1,0,1,0,1,0,0,1,0,1,0,0.4070631556790344,0.33475614515532615,0.37571683012352985
1,0,0,1,0,0,1,1,0,1,1,0,0.41223086841866935,0.33643982808924583,0.367239263353561
0,0,1,0,0,0,0,0,1,0,0,0,0.3979096282660279,0.326944709759874,0.3639968722861143
0,0,0,0,0,1,1,0,1,1,1,1,0.4226951848678127,0.34500440517751774,0.38188017336342445
1,1,0,1,1,1,1,0,1,0,0,0,0.39353089395160007,0.3274807932426952,0.35825864804973967
0,0,0,1,1,1,0,0,0,0,1,1,0.41806825372975565,0.3463603460713683,0.38789207794006436
0,1,1,1,1,1,0,1,1,0,1,0,0.4038212711567356,0.3328346907216285,0.37272592501382046
1,0,0,0,1,1,0,1,0,0,1,0,0.4075669837633295,0.33423815948596836,0.3739994112649684
0,1,1,0,0,0,0,0,0,0,1,0,0.40530910088861816,0.3343471920695465,0.37456578873975
1,1,1,0,0,0,1,1,0,0,1,1,0.41170226507856666,0.3419581227839202,0.3782927930375043
1,1,1,1,0,1,1,1,0,1,0,0,0.40414260843934924,0.33522993924112704,0.3651879753277178
1,0,1,0,1,0,1,1,1,1,0,1,0.40843987392341874,0.33825077053541247,0.36776863870050763
1,0,0,1,0,1,0,1,0,1,1,0,0.4107451116961785,0.33768622540277987,0.3797485686639713
0,1,0,1,0,0,1,1,0,0,0,0,0.4074879223667761,0.3324161166615743,0.3695427576942447
1,1,0,1,0,0,0,1,0,0,1,0,0.4057913643772518,0.3348720920806282,0.3765487551355913
1,1,0,1,0,0,0,0,0,0,0,0,0.39180762472856034,0.32614258323027734,0.36557897371017706
0,0,1,0,0,1,1,1,1,1,1,1,0.41184986666783535,0.3427582231836449,0.38035803878852376
1,1,1,0,1,0,0,0,0,1,0,1,0.40323884719384306,0.33773331602151013,0.3779752594415377
0,1,0,0,0,0,0,1,0,1,0,1,0.4189102210956633,0.3446881184556607,0.3842211459078782
0,0,1,0,1,0,1,0,0,1,1,0,0.4112083539954753,0.3357008329255986,0.3675973232669142
0,0,1,0,1,1,0,0,1,0,0,0,0.3958997146283688,0.3280080368631544,0.36720008283517175
1,1,0,1,1,1,0,1,1,1,1,0,0.4019164327150219,0.33434753330698597,0.37152025344748474
0,0,0,1,1,1,1,0,1,1,0,1,0.4080555576644654,0.33416995702382046,0.3754090073418819
0,0,1,1,1,0,0,1,1,0,0,1,0.40350276639386223,0.33663449289564384,0.3705164614082754
0,1,0,1,1,1,0,1,1,0,0,0,0.39598071961347064,0.3246549279114671,0.36327315535604127
0,1,0,0,0,1,1,1,0,0,1,0,0.40320319456976844,0.33100555819664634,0.3679730138535711
1,0,1,1,1,0,1,0,1,0,1,1,0.4090466587238963,0.3415711657942029,0.36534704612265784
1,0,1,0,0,1,0,1,1,1,1,0,0.40459689017427125,0.33500603173965027,0.3673000507764888
0,1,0,0,0,0,1,0,0,0,1,1,0.42344521376534966,0.3466796226752609,0.3852428528047794
0,1,1,1,0,1,0,0,1,0,1,1,0.4138142508746288,0.3393158094127804,0.3784687470401782
1,1,1,0,1,0,1,0,1,1,1,0,0.3975807867042207,0.32853537042066494,0.36731784961261343
1,1,0,1,0,1,1,1,0,1,1,1,0.4157428707724713,0.3438853009610533,0.3821018991020034
1,0,0,1,0,0,1,1,1,0,0,0,0.39976162162303797,0.32825668056858176,0.35903637551451967
0,1,1,0,0,0,0,1,1,0,1,0,0.41704631215163235,0.3375267077124834,0.36945743162563904
0,0,0,0,1,1,1,0,1,0,0,0,0.4080866872749384,0.3323367220183008,0.375783615962824
1,0,0,1,0,0,0,1,0,0,1,1,0.4148292389385907,0.34281479960342126,0.38247609188924536
1,0,0,1,1,0,0,0,0,0,0,1,0.4052964906019964,0.33789706877902004,0.3788894658949269
0,1,1,0,0,1,1,0,1,1,1,0,0.41684631002213124,0.33727312285377287,0.3693165445057842
0,1,1,1,0,0,0,1,1,0,0,0,0.4116471021264387,0.33423704321408404,0.37401024684155737
0,1,1,0,0,0,0,0,0,0,1,1,0.41780959869526735,0.3463344065654434,0.3868866674581173
1,1,0,0,1,1,0,1,1,0,0,0,0.39199104833083376,0.326777692524464,0.3653530400619063
1,1,0,1,0,1,1,1,0,0,1,0,0.40741910308856705,0.3350716369633213,0.3753367068494204
0,0,1,1,0,0,1,0,1,0,1,0,0.40443286582581667,0.3337457733739587,0.373591557944558
1,1,0,1,1,0,0,1,0,1,1,1,0.41335589797655736,0.3446081960528442,0.3795319117451381
1,0,1,1,1,1,0,0,1,0,1,0,0.3954039400970759,0.3313309601012568,0.37078465887494294
1,0,0,0,0,0,0,0,1,1,1,1,0.40043401711166404,0.33418927270505094,0.3725933477171193
0,0,0,1,0,1,1,1,1,0,0,1,0.41440488957028354,0.34059352861677494,0.3770248257717195
1,0,1,1,1,1,1,1,0,0,1,0,0.4053610606753092,0.33458977739548434,0.3684217416577227
1,0,0,1,0,1,0,0,0,1,0,1,0.40741473362525626,0.3373379208664734,0.37993690977805
1,1,0,0,1,1,1,1,0,1,1,0,0.40237129452927684,0.33098713005348135,0.36753806407470446
1,1,1,1,0,0,1,0,1,1,1,1,0.4171750895995796,0.3428702539244369,0.3723682742209111
1,1,1,1,0,1,0,1,0,1,0,0,0.3978799970043783,0.3333606216878243,0.37484846160830104
0,1,1,1,0,0,0,1,0,1,0,0,0.40711860954809653,0.3344220863994396,0.3752409457483036
0,0,1,0,0,1,1,1,0,0,0,0,0.4009464764729326,0.33304373284985495,0.37114015569471415
1,0,0,1,0,0,0,0,0,0,0,0,0.4008770015802776,0.3321182820681989,0.37419445178030475
0,1,1,1,1,1,0,1,0,1,1,0,0.41207020049269677,0.3394034724512489,0.3811622776500488
0,0,0,1,1,1,0,0,1,0,1,1,0.4170487642205583,0.3430570869410252,0.38294466416245043
1,0,1,1,1,1,0,0,1,1,0,0,0.3968149886246198,0.3303090439810247,0.3664392806732718
1,1,1,1,1,0,0,1,0,0,0,0,0.3963807947150842,0.33049112900915056,0.374211124987634
0,0,1,0,0,1,0,0,1,0,0,0,0.39579965305884,0.32718451325301434,0.36764323523017095
1,1,0,1,1,1,0,0,0,1,0,1,0.4168922329891532,0.3481512825426113,0.38815445184655634
0,0,1,0,1,1,1,0,1,1,0,1,0.40778381134620834,0.33877663948052605,0.37772898208502836
0,1,0,0,0,0,1,0,0,1,0,0,0.41317565236751375,0.3359474157700761,0.37449558894407187
1,0,0,1,0,1,1,0,0,0,0,0,0.3974124226142182,0.33021005775112544,0.37233471993517886
1,0,0,0,0,1,0,0,0,1,1,1,0.41351499822322696,0.343347459941967,0.38373874706464156
0,1,0,1,0,1,1,0,0,1,0,1,0.41763206518718365,0.3420865942107638,0.38351733095686896
0,0,0,1,1,0,1,1,0,0,1,1,0.41725720189773713,0.34391112818038955,0.38416679802769166
1,1,1,1,0,0,0,1,0,1,0,1,0.4101431331103621,0.34264786635360117,0.3796061614990756
1,0,0,1,0,1,1,0,1,1,0,1,0.42083916049441145,0.3476821990075346,0.39013032348063914
1,1,1,0,0,0,0,0,1,1,0,0,0.38759810307772724,0.32455429804939273,0.36287300956432533
0,0,1,1,0,1,0,0,0,1,0,1,0.4188750074911073,0.3427944340534818,0.3848804987180281
1,0,1,1,1,1,1,0,0,0,0,0,0.4002268254813684,0.33243421821480645,0.3657117534021558
0,0,1,1,1,1,0,0,0,1,0,0,0.4038139475690507,0.3349862295407401,0.37513260402695253
0,0,0,1,1,1,0,1,1,0,1,1,0.41364230388325,0.340698637054749,0.37690362958632473
1,0,1,0,1,1,1,1,0,1,1,1,0.4070056568062569,0.3335746830167043,0.35939830346480506
0,1,0,0,0,0,0,0,1,0,0,0,0.39743843117040384,0.32683209662062984,0.36418789740596974
0,0,1,0,1,1,1,1,1,1,1,0,0.40844659670805095,0.33670230998956185,0.3776223654375226
1,1,1,0,0,0,0,0,1,1,1,0,0.39109104599265365,0.3252800812873718,0.3642743932388615
1,0,1,0,0,1,0,0,1,0,1,0,0.3976069511057546,0.33045704367401507,0.362307752035655
0,1,1,1,1,1,1,0,0,0,1,0,0.41145682774090864,0.3388512401899324,0.37862194500284113
1,1,0,0,0,0,0,1,1,1,0,1,0.4012483586653264,0.3382660919035626,0.3715099628589664
0,1,1,0,1,1,0,1,0,0,1,1,0.41333628864848615,0.3429235362959107,0.38127320729137565
0,1,0,0,1,0,1,0,1,0,0,0,0.4076256765119892,0.32944694089043025,0.3671502533362449
1,1,1,1,0,0,0,1,1,1,1,1,0.41991890475764004,0.34535700544931525,0.3865093184458799
0,1,0,1,1,1,0,0,0,1,1,1,0.41534809819394125,0.3376784417588194,0.38370647127776936
0,0,1,0,1,1,1,0,1,1,1,0,0.40196742118569606,0.3333416681978146,0.36986802989395146
0,0,0,0,1,1,0,1,1,1,1,0,0.40933142450368426,0.3317700050391327,0.3729163435659564
1,0,0,1,1,0,0,1,0,0,0,0,0.39536957319373295,0.32946619129449667,0.367525885629956
0,1,0,0,0,1,1,1,0,0,0,1,0.41350625289383613,0.3428939052257835,0.38146744966928436
0,1,1,0,1,1,1,1,1,0,0,1,0.41909921182267745,0.34783641833136675,0.38534729360816006
0,0,1,0,1,0,0,0,1,1,0,1,0.4141621536436725,0.3362686238552208,0.3750013665265145
1,0,0,1,1,0,1,1,0,1,0,0,0.4075684767811041,0.33686529935688764,0.37745185729683306
1,1,0,1,0,1,1,1,1,1,1,0,0.40988281896682405,0.3358388341077185,0.3757024969256541
0,0,0,0,0,0,0,1,1,0,1,1,0.42370489277181733,0.3449105164128437,0.38460609529268047
1,1,1,1,1,0,1,0,1,0,0,1,0.411636476636532,0.3394121949096247,0.3722678023628223
0,0,1,1,1,0,1,0,1,1,1,1,0.4162767762535232,0.34446766479694746,0.3842110955626292
1,0,0,1,0,0,0,1,0,1,0,1,0.4180607503455508,0.3493752482358099,0.389052399788803
0,0,0,0,0,1,0,1,1,1,1,1,0.4204589691027235,0.3468038033167102,0.389342452975709
0,0,1,1,1,0,1,0,0,1,0,1,0.4184771632186085,0.3424496111294124,0.38437796067690083
1,1,0,1,0,0,1,1,0,1,1,1,0.4217994447059327,0.3482113949761081,0.38313653298638767
0,1,0,0,1,1,1,1,0,1,1,1,0.4209748147664588,0.3449534563325935,0.3846782602552895
0,0,0,0,1,1,1,1,1,0,1,0,0.4130931681066677,0.3336614185620686,0.37350312018956994
0,0,0,1,0,0,1,1,0,1,0,0,0.40727771342759383,0.3292737361438236,0.3694027311949722
1,1,1,1,0,1,0,1,1,0,0,0,0.39583745157401024,0.3288288293389118,0.37189270008812914
0,1,1,1,1,0,1,1,0,0,0,0,0.40356989749074246,0.3316795085638141,0.37342637819979024
0,0,1,1,0,0,0,1,0,1,0,0,0.40217973640557547,0.3269313594541769,0.3637043650762869
1,1,0,0,0,1,1,0,0,1,0,0,0.4096221995849999,0.33785741301116295,0.37909032869381093
1,0,1,1,1,0,1,1,1,1,0,1,0.41626171267808953,0.34727065046524486,0.383429127635954
1,0,0,0,0,0,1,0,1,0,1,1,0.4129653519212749,0.341487971838711,0.3799048566114206
1,1,0,0,0,0,0,0,1,1,1,1,0.40551891132856355,0.3396576738323413,0.37259877943592645
1,0,1,0,0,1,0,1,1,1,0,1,0.4000364704374505,0.3352571909599027,0.35942794500437225
1,1,1,0,1,0,0,1,0,0,1,0,0.38812301305196795,0.3252294347251521,0.36340619986856076
0,1,0,0,1,1,0,0,1,1,1,0,0.40300557510151924,0.3336824860378247,0.3734815804517381
1,1,0,0,0,0,0,1,1,0,0,0,0.39123589527668945,0.3259062701494239,0.36374410636957877
1,1,0,1,1,1,0,0,1,0,0,1,0.4124773568536158,0.34411672372483176,0.38238553648968654
0,0,0,1,0,1,0,1,0,0,1,0,0.4070485305653282,0.33281646073511134,0.37482461120616667
1,0,0,1,0,0,0,0,0,0,1,0,0.4050117389377373,0.33482561381310366,0.3770073620773088
0,1,0,1,0,1,0,1,1,1,0,1,0.41228186803387074,0.341198134665186,0.3800970068787367
1,0,1,1,0,1,1,1,1,0,1,1,0.4071825973226806,0.33663304377572817,0.3742897209942236
1,1,0,1,1,0,0,0,0,0,0,0,0.39043790184771393,0.326010384301593,0.3650391333957064
0,1,1,1,0,0,1,0,1,1,1,1,0.42555970900332296,0.3477174013208446,0.3897496292052589
1,1,1,0,1,0,0,0,1,1,1,1,0.3953813249641307,0.3298889597396798,0.3682672184308709
0,0,1,1,0,1,0,1,0,0,1,1,0.4125239510830933,0.3404531600057038,0.38241588843377905
1,1,1,1,1,0,1,1,0,0,1,0,0.39564590651138204,0.32799914173725014,0.35939717151247486
0,0,0,0,1,0,0,1,1,1,1,0,0.4073768463197336,0.33463857907869715,0.3799658721803679
1,1,1,0,0,1,0,0,0,1,0,0,0.3897859677055647,0.3267450328112166,0.3643699311880813
1,1,1,0,0,0,1,0,0,0,1,0,0.40191024992129265,0.3342131573456743,0.3725881021904659
1,1,0,1,1,1,0,1,0,0,0,1,0.4083470454068834,0.34227185021026896,0.3797204172552859
1,1,0,0,0,0,1,1,1,0,1,0,0.408049894171204,0.3349650518444964,0.361497070183297
1,1,0,1,1,0,0,1,1,0,0,0,0.39061129211635587,0.3245930627025358,0.36186929287808656
0,0,1,0,1,0,1,0,0,0,1,1,0.4180420494095179,0.3456356250054557,0.3748131610629706
0,0,0,1,0,0,0,1,0,0,0,0,0.40528300829326047,0.332150975403852,0.37139546636739823
0,1,0,0,0,0,1,1,0,1,0,0,0.4088794804563435,0.3340000657356418,0.37019668302789255
0,0,1,0,1,0,1,1,0,1,1,0,0.41490850827486914,0.3352852418688582,0.36475797118354153
0,1,1,0,1,0,0,0,0,1,0,0,0.40888318291508885,0.3357958754874269,0.37993380016696043
1,0,0,0,1,1,1,0,1,0,0,1,0.40544989012355387,0.336279754223949,0.3642857658655417
0,0,0,1,1,0,1,1,0,1,1,1,0.41592752335035676,0.3428282451240458,0.3819535931318178
0,0,0,0,1,0,0,1,0,0,1,0,0.4080593783638784,0.3349653425801618,0.37780244867021
1,0,1,1,1,0,1,1,1,0,1,0,0.4081306363950673,0.339093861812303,0.3780764682327439
0,0,1,1,0,0,0,0,1,0,0,0,0.39736133860145806,0.32514298699998895,0.36153465895950354
0,1,1,0,0,0,1,1,1,0,0,1,0.4159552392817718,0.34070619365575233,0.36595064193823207
0,0,1,0,1,0,0,1,0,1,1,0,0.40991726232515274,0.3374719899415978,0.3782566640438545
0,0,0,1,0,0,0,1,0,0,0,1,0.41498059866847314,0.34265119934373367,0.38004388728581645
1,0,1,1,0,1,1,0,0,1,0,1,0.41252085517942966,0.3418953140642264,0.37468765687259936
0,0,1,0,1,1,1,1,0,1,0,1,0.4162519735223228,0.3431268116403902,0.38184283469284674
0,1,1,0,1,1,0,1,1,0,1,1,0.4178726679484097,0.3441157292608362,0.38452302773231617
1,1,1,1,0,0,1,1,1,1,0,0,0.4011736693685305,0.32948761798666465,0.36219135047823886
1,0,1,1,0,0,1,1,1,0,1,0,0.4023571354018151,0.3341373742818875,0.3594753622422739
0,1,0,0,1,1,1,0,1,0,1,0,0.4025794810616456,0.32933360301838177,0.37081365055494003
1,1,1,0,1,1,0,1,1,0,1,1,0.3961211719435652,0.33578314239620066,0.3705094529387098
0,0,0,0,0,1,0,1,1,0,1,1,0.4190211586592877,0.347306447750189,0.3849499026495811
0,1,0,1,0,1,0,1,1,0,1,0,0.4064228677423718,0.3343858991982845,0.3757712227255162
0,0,1,1,1,1,0,1,0,1,0,1,0.41923973919547036,0.35079062844394915,0.3922330114709603
0,1,1,1,0,1,1,0,0,0,1,1,0.41970767473339526,0.34731757276003605,0.38788035457181785
1,1,0,0,1,0,0,0,1,0,0,1,0.39405057205252575,0.32815981059694027,0.36223881226759175
1,1,1,0,0,0,0,0,1,0,1,1,0.4060987668009214,0.33593095520944033,0.375721468197121
1,0,0,0,0,0,0,0,0,1,0,1,0.4091295552514292,0.3388069770872031,0.3794840396512017
0,1,1,0,0,1,0,0,1,1,1,0,0.41346468632293565,0.3363681228110798,0.3773989452994551
0,1,0,0,0,1,0,0,0,1,1,1,0.4187934363135547,0.3440789217950333,0.3851147874981936
1,1,0,1,1,0,1,0,1,0,0,1,0.4036464991582325,0.3361431283809137,0.37621152741655617
0,0,0,1,1,1,0,1,1,0,0,0,0.40566719034759124,0.33287344862540824,0.3740378836419868
0,0,0,0,0,1,0,0,0,1,1,0,0.41268906856365195,0.3396609484203357,0.3803439078571647
1,0,1,1,1,0,1,1,0,1,0,1,0.40853577723293233,0.34091099487152593,0.37799043382889064
0,1,1,1,0,1,1,0,1,1,0,0,0.40549823499139137,0.3319118155804109,0.3710517202676972
0,0,1,1,0,0,0,1,1,1,1,0,0.40644397235771274,0.3317402843581879,0.3712687663502773
1,0,0,1,0,0,1,1,0,0,1,1,0.41091044747948585,0.3404529067461909,0.36940041013983693
1,1,1,0,0,1,1,0,1,1,1,1,0.4096052536650725,0.341743272998776,0.3852008661222984
1,0,1,1,1,1,1,0,1,0,0,0,0.4003657792725039,0.3313766267481767,0.36485000419369046
1,1,0,0,1,1,0,0,1,0,0,0,0.38935221391317015,0.32441933479747714,0.3613093129837722
1,1,0,0,0,1,1,0,1,0,1,1,0.4073269233560719,0.33761212362477194,0.3778654858094113
0,0,0,1,1,1,0,0,1,1,0,1,0.4163149844609368,0.33805699679851425,0.38025915112300585
1,0,0,0,1,0,1,1,1,0,1,1,0.3970637609321567,0.3302282001525479,0.36679356184125905
1,1,0,0,0,1,1,0,1,1,0,0,0.4032261063510125,0.3309645352508068,0.37012400597951894
1,1,0,1,0,1,0,1,1,0,1,0,0.40617667768640536,0.3336811036997639,0.3735238619387056
0,0,0,1,0,0,0,0,0,0,1,0,0.41166626499679265,0.33589978533972137,0.37716946407830976
0,1,0,1,1,1,0,1,1,0,1,0,0.39312397016624184,0.32210250681700486,0.3608799598385661
1,0,1,0,1,0,1,0,0,0,0,1,0.4009601721407129,0.3372173658270632,0.3704267712955541
0,0,1,1,1,1,1,0,1,1,0,0,0.40220032606629014,0.33303083383288423,0.36810757579225234
1,0,0,0,1,1,1,1,0,0,0,1,0.40610028635417245,0.33849379520293615,0.36215043546057973
0,0,0,1,1,1,0,0,1,0,0,0,0.40911580092550254,0.33263580217159483,0.3728637140427852
0,0,0,1,0,1,1,0,1,1,0,0,0.40648918231775416,0.3330510428089387,0.3724274753229137
1,1,0,0,0,0,1,0,1,0,0,0,0.40563084597575305,0.3330333983958226,0.3715423677638686
1,1,0,0,1,1,0,1,0,1,1,0,0.3981029957097712,0.331222932316399,0.367173548752417
0,0,1,0,0,1,1,0,0,1,1,0,0.409292948686268,0.337805887894243,0.37811440895135623
0,1,1,1,0,0,0,0,1,1,1,1,0.4194894225904304,0.3413056021979163,0.3803771829976152
1,0,1,0,0,1,0,0,0,0,0,0,0.3973735919670883,0.32945601069904806,0.36097382290637453
1,1,0,0,1,0,0,0,0,0,0,1,0.397824740530769,0.33196538287305566,0.35701451804126305
0,1,1,0,1,1,1,0,1,1,0,0,0.4031529880857532,0.32983446376397696,0.3709952668037491
0,1,0,1,1,0,0,1,0,1,0,0,0.4057482952866437,0.3309157674091102,0.373425463513103
0,1,1,1,1,0,0,1,0,0,0,0,0.40591058655236545,0.33272513850210583,0.37381270930562926
1,1,1,0,0,0,0,1,0,1,0,1,0.4130860485783039,0.3433902898538824,0.382054323711658
1,1,1,0,1,1,0,0,0,0,0,0,0.3833061456965979,0.3214859169501316,0.35919656708943365
0,1,1,1,1,1,1,0,1,0,0,1,0.41362601010763883,0.34088354216856753,0.3803163469248777
0,1,0,1,1,1,1,1,0,0,1,1,0.40419281820763925,0.33575406876993263,0.36164849589483705
1,0,1,1,1,0,1,0,1,1,0,0,0.40312856275523384,0.3334294322441447,0.36894296824597866
0,0,1,1,0,1,0,0,1,0,1,0,0.39611578923542373,0.32952976767241365,0.3685606289212768
0,0,0,1,1,1,1,1,1,1,0,1,0.41248499439586794,0.3389981384790497,0.3819358127937916
1,0,1,0,0,0,0,0,1,0,0,0,0.38715055282055133,0.3235538410688289,0.3633624596332479
1,1,1,1,1,0,1,1,0,0,0,0,0.3979961884026823,0.3302993545482892,0.36426940294072363
0,1,0,0,1,1,1,1,1,0,0,0,0.40743380117362143,0.32875212211848914,0.3664781817027825
0,0,0,0,0,1,1,1,1,1,1,1,0.41753264260878836,0.3442352648500152,0.37990217843259166
0,1,0,0,0,1,1,1,0,1,0,1,0.4105962024705483,0.33952480492226467,0.3768462029573442
0,1,0,0,0,1,1,1,0,0,0,0,0.40089341185952115,0.32956402902385235,0.36676544462453337
0,0,1,1,1,1,0,0,1,0,1,1,0.41394244669074487,0.3427397507113009,0.38572621997262074
0,1,0,1,0,0,0,1,0,0,1,1,0.41590203096934525,0.34279242614495586,0.37952576261496
0,0,1,1,0,1,1,0,0,0,0,0,0.4034948772937551,0.33404393095877033,0.3742698577776225
1,0,0,1,0,1,1,1,0,1,0,1,0.41718629256359446,0.3454034727992373,0.38507705537711356
0,1,0,0,1,1,1,0,0,0,0,0,0.4078957727766314,0.3294128914098201,0.3697665465231796
1,1,0,0,1,0,0,1,0,0,1,0,0.3927539031747528,0.3266629381579279,0.36166673649309344
1,1,0,1,0,1,1,1,1,0,1,1,0.4130997212174367,0.3405810112537532,0.37923902848294233
1,0,0,0,0,1,1,0,0,1,1,1,0.4193813188673135,0.34539258081798885,0.38630205726078987
0,1,0,0,0,1,0,1,0,1,0,1,0.41500552821648046,0.3397983974246582,0.3771673770502297
1,1,1,1,1,1,0,1,0,0,1,0,0.3887343952583901,0.32315585840686006,0.3613334357621024
1,0,0,0,1,1,1,0,0,0,0,0,0.39682720159677876,0.32593878007097643,0.3543698716227014
0,1,0,1,1,0,1,1,0,0,0,1,0.40878890351776703,0.3396204293792572,0.3767127464369823
1,1,1,0,0,1,1,0,1,0,1,1,0.4046891249352582,0.33808228677102137,0.3824133718707885
0,0,1,0,1,1,1,0,0,1,1,0,0.40325934135208313,0.33197464566796747,0.3697654370366099
1,1,1,1,1,1,0,0,1,1,1,0,0.3937228225261239,0.3287876439187242,0.36758393116648397
0,1,1,0,1,0,1,0,1,0,1,0,0.40860177112309826,0.33427510478572864,0.3776761090647997
0,1,0,1,0,1,1,1,0,0,1,0,0.41037947252043244,0.336508350875402,0.3788219505233935
1,1,0,0,0,1,0,0,0,0,0,1,0.4089845332950716,0.342620992636407,0.3815109139694122
1,0,1,0,1,1,1,1,1,1,1,0,0.4023423615936805,0.33081821770346664,0.36302168836512544
1,0,0,1,0,1,1,1,0,1,1,0,0.41500228420400265,0.33939237974713743,0.37084693347011566
0,1,1,0,0,0,0,0,0,1,0,0,0.40240070852404614,0.33104948203412493,0.37138349831490086
1,0,0,1,1,1,0,0,0,0,1,0,0.4047125352546704,0.332304976234975,0.37520583759746917
0,1,1,1,1,1,1,0,0,0,0,0,0.40812409945714545,0.3380804170591186,0.3791341388754859
0,1,1,1,0,0,0,1,0,0,0,0,0.40495705622119865,0.3316197510049786,0.37206824428457286
0,0,0,0,0,1,1,0,1,1,0,1,0.4144751211172265,0.3373378922774506,0.37645456672106775
0,0,0,1,1,1,0,0,0,1,0,1,0.4226437194975259,0.34942045334462946,0.3894241591611399
1,0,1,0,1,1,1,1,0,0,0,1,0.401526922352553,0.33452707546746613,0.3612493902806863
1,0,1,0,0,0,0,0,0,0,0,0,0.3879821602055689,0.32542863960443325,0.364463471176776
0,1,1,1,1,0,1,0,1,1,0,0,0.40590810366482594,0.32877966945823556,0.36637829946055267
1,0,0,1,1,1,1,0,0,1,1,0,0.41057728523987647,0.33606639693792795,0.3759651368737517
1,0,0,0,1,0,1,1,0,0,1,1,0.40820183130774335,0.3414601411675591,0.3773777797852464
0,0,0,1,1,1,1,1,1,0,1,0,0.40626333584382684,0.3352170384594179,0.3778600633946162
1,1,0,1,0,1,1,1,0,1,1,0,0.40803977609855535,0.3338848040951126,0.3730443404520709
0,0,1,1,1,1,0,0,1,0,0,0,0.39890598886704737,0.33190236483202123,0.3719527458226018
1,1,1,1,0,1,1,1,1,0,0,0,0.3989083531787072,0.33072285005345703,0.3609169103955516
0,0,0,0,0,0,0,1,0,1,1,1,0.42518565273760484,0.3458318836008013,0.389134833834883
1,0,1,1,0,0,0,0,0,0,1,1,0.4136235687243039,0.3454069882097308,0.3885925637535448
1,1,1,0,0,0,0,0,0,0,0,1,0.4039113349417847,0.3387466324539026,0.37726084941255034
1,0,0,1,0,0,0,0,1,0,1,0,0.4037452885612429,0.3335141093518791,0.377079294413904
0,0,0,0,1,0,1,0,0,0,1,0,0.41156216007117813,0.3353559305369921,0.37682131268406915
0,1,1,1,1,0,0,1,0,1,0,1,0.4142296829573261,0.34149611500323623,0.38374084612348214
0,0,1,0,1,0,0,0,0,0,0,0,0.3922129910288983,0.3249521181228733,0.3632807955286169
1,1,0,0,1,0,0,0,1,1,1,0,0.3993534737594563,0.33044854321487815,0.3683159973694423
0,1,0,0,0,1,1,0,1,0,1,0,0.4066865347721835,0.33003537257937265,0.3696956342447967
1,0,1,1,0,1,0,1,0,0,1,1,0.4159722248396694,0.3460655068221512,0.38415560952031214
